"_id","id","artists","metascore","release_date","sort_no","summary","title","user_score","Unnamed: 0","track_id","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
"ObjectId(""67ffc98dcede12a7f9349fd9"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11428,"6Pq9MmkDQYZiiCDpxnvrf6","Magical Mystery Tour (Remastered)","I Am The Walrus - Remastered 2009",62,275866,false,0.401,0.556,2,-10.532,1,0.0513,0.0828,0.000359,0.589,0.654,85.206,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fda"")",3809,"B.B. King",83,"August 26, 2008",1097,"The blues legend releases his latest album produced by T Bone Burnett.","One Kind Favor","8.1",63097,"4UVkpm1zm3ANOCeXoIxAhU","pov: you ride on santa's sleigh","Back Door Santa",0,205280,false,0.736,0.722,10,-5.908,0,0.0753,0.384,0.0000736,0.137,0.448,112.921,4,"j-rock"
"ObjectId(""67ffc98dcede12a7f9349fdb"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11432,"1Dg4dFJr3HW7sbA7vPejre","Beatles For Sale (Remastered)","Eight Days A Week - Remastered 2009",64,163600,false,0.652,0.583,9,-7.811,1,0.038,0.412,0,0.119,0.744,138.134,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fdc"")",3809,"B.B. King",83,"August 26, 2008",1097,"The blues legend releases his latest album produced by T Bone Burnett.","One Kind Favor","8.1",64524,"4UVkpm1zm3ANOCeXoIxAhU","pov: you ride on santa's sleigh","Back Door Santa",0,205280,false,0.736,0.722,10,-5.908,0,0.0753,0.384,0.0000736,0.137,0.448,112.921,4,"jazz"
"ObjectId(""67ffc98dcede12a7f9349fdd"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11435,"50xwQXPtfNZFKFeZ0XePWc","Revolver (Remastered)","Yellow Submarine - Remastered 2009",61,158880,false,0.604,0.549,1,-9.873,1,0.0389,0.531,0,0.438,0.696,111.398,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fde"")",42315,"Harry Styles",83,"May 20, 2022",1129,"The third full-length solo release for Harry Styles was recorded in Los Angeles, Tokyo and the United Kingdom.","Harry's House","8.4",81158,"6UelLqGlWMcVH1E5c4H7lY","Fine Line","Watermelon Sugar",89,174000,false,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,4,"pop"
"ObjectId(""67ffc98dcede12a7f9349fdf"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11436,"3SdingSsFcZDZAyvcJbgAw","A Hard Day's Night (Remastered)","Can't Buy Me Love - Remastered 2009",65,131866,false,0.483,0.677,0,-5.91,1,0.0593,0.283,0,0.321,0.842,170.72,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fe0"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11456,"40XeGNGFchGYw7y0ue1GiG","Let It Be (Super Deluxe)","Don’t Let Me Down - First Rooftop Performance",57,209453,false,0.455,0.502,4,-7.539,1,0.0493,0.699,0.000156,0.094,0.674,163.347,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fe1"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11472,"4z3RNAUb0whdaLAudM9EHE","Get Back (Rooftop Performance)","Get Back - Rooftop Performance / Take 2",57,204186,false,0.655,0.695,9,-9.648,1,0.0381,0.101,0.436,0.105,0.33,125.572,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fe2"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11109,"6EOKwO6WaLal58MSsi6U4W","Yellow Submarine Songtrack","Eleanor Rigby",68,125226,false,0.521,0.301,4,-7.118,0,0.0356,0.836,0,0.398,0.621,137.382,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fe3"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11471,"0vZ97gHhemKm6c64hTfJNA","Magical Mystery Tour (Remastered)","Hello, Goodbye - Remastered 2009",63,208840,false,0.479,0.733,0,-8.753,1,0.0256,0.306,0.000024,0.414,0.806,99.307,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fe4"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11474,"6tQvjqDIK9GXWIC6mejms8","Rubber Soul (Remastered)","Girl - Remastered 2009",60,151720,false,0.699,0.294,5,-13.205,0,0.0294,0.587,0,0.117,0.893,96.615,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fe5"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11488,"788U1Sqej9M6c4iikuDGxO","Help! (Remastered)","I've Just Seen A Face - Remastered 2009",60,125040,false,0.647,0.56,9,-8.809,1,0.0387,0.723,0,0.118,0.913,120.418,3,"british"
"ObjectId(""67ffc98dcede12a7f9349fe6"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11477,"5hhF25sWnZvXhimOHLjTRE","1 (Remastered)","I Feel Fine - Remastered 2015",62,139346,false,0.564,0.827,7,-7.089,1,0.0283,0.0904,0.00000373,0.127,0.912,89.847,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fe7"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11478,"1NcQkuennLBhTIqms4b6ob","Taxman (2022 Mix)","Taxman - 2022 Mix",60,158266,false,0.493,0.762,7,-6.114,1,0.147,0.00216,0,0.713,0.708,133.227,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fe8"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11503,"6EdSN1iGtLPhcz43QDRkdK","Love","Help!",58,138285,false,0.552,0.734,6,-7.126,0,0.0291,0.221,0,0.116,0.846,94.887,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fe9"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11500,"0Wv8IXRUDZOfmFJHC1VOFI","1 (Remastered)","Eleanor Rigby - Remastered 2015",58,125866,false,0.605,0.314,0,-7.631,1,0.0327,0.916,0,0.359,0.836,138.148,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fea"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11516,"1hgvykolO4kBIEozATmpyj","A Hard Day's Night (Remastered)","If I Fell - Remastered 2009",61,139466,false,0.665,0.31,2,-8.928,1,0.0278,0.68,0,0.0877,0.568,108.211,4,"british"
"ObjectId(""67ffc98dcede12a7f9349feb"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11529,"3Umg8CDhO8dOSj7yBTInYb","Sgt. Pepper's Lonely Hearts Club Band (Remastered)","Within You Without You - Remastered 2009",53,304666,false,0.352,0.479,6,-9.965,1,0.0338,0.339,0.000353,0.486,0.354,126.166,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fec"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11535,"5eZrW59C3UgBhkqNlowEID","Abbey Road (Remastered)","Carry That Weight - Remastered 2009",59,96466,false,0.543,0.458,0,-8.976,1,0.0274,0.226,0.00663,0.298,0.704,84.319,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fed"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11524,"2ylCrFiBu98SC0vFfaCent","Revolver (Remastered)","I'm Only Sleeping - Remastered 2009",59,180320,false,0.494,0.47,8,-9.599,0,0.0301,0.21,0,0.28,0.698,103.477,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fee"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11538,"3UDmHZcBTQp8Iu8droNtUl","The Beatles 1967 - 1970 (Remastered)","Revolution - Remastered 2009",63,205293,false,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fef"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11541,"2S8xyNRJX1XQdo3qnTuovI","Abbey Road (Remastered)","Maxwell's Silver Hammer - Remastered 2009",58,207920,false,0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ff0"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11542,"3PjMtNzwhDHqxoKudm6GvF","Sgt. Pepper's Lonely Hearts Club Band (Remastered)","She's Leaving Home - Remastered 2009",58,215160,false,0.381,0.214,4,-11.629,1,0.0337,0.944,0,0.106,0.393,127.581,3,"british"
"ObjectId(""67ffc98dcede12a7f9349ff1"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11543,"1sjmKmR4u9xDeJHjDCn2bZ","Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition)","Penny Lane",56,182053,false,0.633,0.385,9,-9.967,1,0.0358,0.411,0.0000872,0.095,0.647,113.956,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ff2"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11564,"1rxoyGj1QuPoVi8fOft1Kt","Abbey Road (Remastered)","Because - Remastered 2009",58,165666,false,0.328,0.249,2,-11.777,1,0.0272,0.754,0.00000577,0.134,0.162,81.257,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ff3"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11567,"3hNUYt4dMM9RhcWmty8oKF","The Beatles 1962 - 1966 (Remastered)","Day Tripper - Remastered 2009",56,169613,false,0.641,0.722,6,-10.553,0,0.0297,0.117,0,0.19,0.698,137.732,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ff4"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11594,"0JBvtprXP2Z0LP3jmzA7Xp","Magical Mystery Tour (Remastered)","Baby, You're A Rich Man - Remastered 2009",53,181306,false,0.619,0.625,7,-9.635,1,0.036,0.0119,0.00000105,0.152,0.467,96.751,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ff5"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11596,"5NQYyej46WQkgCbnzGD21W","The Beatles (Remastered)","Dear Prudence - Remastered 2009",59,235773,false,0.388,0.529,7,-10.533,1,0.0436,0.16,0.0681,0.108,0.332,150.721,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ff6"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11626,"1hTUFqJuQAMjXVGwUPWDqi","1 (Remastered)","We Can Work It Out - Remastered 2015",61,135693,false,0.378,0.677,2,-8.63,1,0.0298,0.0635,0,0.183,0.648,106.071,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ff7"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11636,"4BRkPBUxOYffM2QXVlq7aC","Revolver (Remastered)","Taxman - Remastered 2009",58,158853,false,0.469,0.596,7,-8.348,1,0.0749,0.0101,0,0.321,0.783,133.586,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ff8"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11672,"7Aobt67JnaF7qN8jCCKvHq","Please Please Me (Remastered)","Do You Want To Know A Secret - Remastered 2009",60,117013,false,0.673,0.349,4,-12.414,1,0.0368,0.608,0,0.38,0.609,124.451,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ff9"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11682,"71LsKf3xISiOlY1mj7FFPP","The Beatles (Remastered)","Happiness Is A Warm Gun - Remastered 2009",58,164546,false,0.431,0.54,9,-9.6,0,0.0589,0.523,0.00000134,0.169,0.44,139.288,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ffa"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11679,"1jOLTO379yIu9aMnCkpMQl","Abbey Road (Remastered)","You Never Give Me Your Money - Remastered 2009",58,242973,false,0.335,0.416,0,-11.051,1,0.0348,0.345,0.136,0.116,0.223,174.464,3,"british"
"ObjectId(""67ffc98dcede12a7f9349ffb"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11717,"5FnpXVgDOk2sLT58qM22Of","The Beatles (Remastered)","Julia - Remastered 2009",54,176666,false,0.512,0.0953,2,-16.082,1,0.0304,0.828,0.000268,0.117,0.193,134.706,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ffc"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11726,"3gwRWIbr5ycEVLIAXrWaw7","Let It Be (Remastered)","I've Got A Feeling - Remastered 2009",57,217560,false,0.44,0.609,2,-8.824,1,0.0358,0.0715,0,0.582,0.364,165.156,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ffd"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11727,"00oZhqZIQfL9P5CjOP6JsO","Revolver (Remastered)","Tomorrow Never Knows - Remastered 2009",57,179546,false,0.38,0.829,5,-6.105,1,0.0405,0.000084,0.00208,0.342,0.0534,125.887,4,"british"
"ObjectId(""67ffc98dcede12a7f9349ffe"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11685,"5E3BVY66TEDexFutOO5GeS","Rubber Soul (Remastered)","I'm Looking Through You - Remastered 2009",58,146386,false,0.667,0.498,1,-11.027,1,0.0364,0.00772,0,0.0481,0.774,85.843,4,"british"
"ObjectId(""67ffc98dcede12a7f9349fff"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11761,"5zqJlEJcn0EfnvAScH8swK","Yellow Submarine Songtrack","All You Need Is Love",53,226666,false,0.364,0.483,7,-8.22,1,0.0317,0.281,0.00000153,0.113,0.7,102.967,4,"british"
"ObjectId(""67ffc98dcede12a7f934a000"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11763,"1euKWJfJSfPhgSendPrcXb","1 (Remastered)","From Me To You - Mono / Remastered",58,116160,false,0.581,0.821,0,-4.387,1,0.0318,0.507,0,0.108,0.968,136.145,4,"british"
"ObjectId(""67ffc98dcede12a7f934a001"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11778,"3UHv8SSIkNUDRBUHJx3Cg6","Abbey Road (Super Deluxe Edition)","Oh! Darling - 2019 Mix",52,207146,false,0.437,0.669,4,-6.524,1,0.0395,0.0344,0.00395,0.347,0.514,173.67,3,"british"
"ObjectId(""67ffc98dcede12a7f934a002"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11784,"3tGhRLgcCP6SIZU3tbGl7l","Revolver (Remastered)","Got To Get You Into My Life - Remastered 2009",59,149240,false,0.521,0.524,0,-6.136,1,0.0302,0.42,0.00000927,0.0838,0.711,136.679,4,"british"
"ObjectId(""67ffc98dcede12a7f934a003"")",2767,"The Beatles",83,"November 21, 2006",1161,"If the concept of ""The Beatles, remixed"" saddens you, know that original Beatles producer George Martin was at the helm for this project, which serves as the soundtrack to the Vegas-based Cirque du Soleil show of the same name. The 26 mashed-up tracks here were augmented with additional instrumentation and vocals performed by The Beatles themselves, culled from hours of original demo and master tapes, with pieces of 130 songs ultimately represented in some form.","Love","8.1",11735,"6EHuOufBeL6vk3TvVJB5qo","Please Please Me (Remastered)","Please Please Me - Remastered 2009",58,120853,false,0.527,0.48,4,-9.61,1,0.028,0.334,0,0.0702,0.706,139.388,4,"british"
