"_id","id","artists","metascore","release_date","sort_no","summary","title","user_score","Unnamed: 0","track_id","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
"ObjectId(""67ffc98dcede12a7f93492c5"")",1538,"Loretta Lynn",97,"April 27, 2004",4,"It's been over 40 years since she released her first album (and four since her last, 2000's 'Still Country'), but the coal miner's daughter returns to the spotlight with this 13-track effort (all Lynn-penned originals), produced by The White Stripes' Jack White.","Van Lear Rose","8.4",19575,"57ltwsHkFOIlblAUF0gUQ0","Christmas Country Songs 2022","Country Christmas",0,126120,false,0.783,0.386,9,-10.36,1,0.0395,0.795,0.0000492,0.129,0.834,99.322,4,"country"
"ObjectId(""67ffc98dcede12a7f93492c6"")",37516,"Fiona Apple",98,"April 17, 2020",2,"The fifth full-length studio release for the alternative singer-songwriter was self-produced and features contributions from Davíd Garza, Sebastian Steinberg, and Amy Aileen Wood.","Fetch the Bolt Cutters","8.1",79647,"6PNvv1dmDbOWrAYwEcuKBX","Tidal","Criminal",63,341533,false,0.595,0.804,7,-7.911,0,0.0326,0.0129,0.0000197,0.299,0.586,89.846,4,"piano"
"ObjectId(""67ffc98dcede12a7f93492c7"")",37516,"Fiona Apple",98,"April 17, 2020",2,"The fifth full-length studio release for the alternative singer-songwriter was self-produced and features contributions from Davíd Garza, Sebastian Steinberg, and Amy Aileen Wood.","Fetch the Bolt Cutters","8.1",79746,"73SBAGI4fPFm4VkB3NjXq8","Fetch The Bolt Cutters","I Want You To Love Me",59,237713,false,0.528,0.504,9,-8.821,0,0.09,0.559,0.0414,0.0936,0.712,141.369,3,"piano"
"ObjectId(""67ffc98dcede12a7f93492c8"")",37516,"Fiona Apple",98,"April 17, 2020",2,"The fifth full-length studio release for the alternative singer-songwriter was self-produced and features contributions from Davíd Garza, Sebastian Steinberg, and Amy Aileen Wood.","Fetch the Bolt Cutters","8.1",79966,"6ZQgooEk8PvsLxedYaT6Oa","Pleasantville -Music From The Motion Picture","Across the Universe",60,307333,false,0.578,0.481,4,-10.545,1,0.0317,0.431,0.00299,0.0951,0.548,129.881,4,"piano"
"ObjectId(""67ffc98dcede12a7f93492c9"")",37516,"Fiona Apple",98,"April 17, 2020",2,"The fifth full-length studio release for the alternative singer-songwriter was self-produced and features contributions from Davíd Garza, Sebastian Steinberg, and Amy Aileen Wood.","Fetch the Bolt Cutters","8.1",79493,"0IVkP59yJ9GFF6B7IrvrxA","When The Pawn...","Paper Bag",65,219266,false,0.709,0.446,0,-9.904,1,0.037,0.716,0.0000239,0.11,0.843,140.993,3,"piano"
"ObjectId(""67ffc98dcede12a7f93492ca"")",1538,"Loretta Lynn",97,"April 27, 2004",4,"It's been over 40 years since she released her first album (and four since her last, 2000's 'Still Country'), but the coal miner's daughter returns to the spotlight with this 13-track effort (all Lynn-penned originals), produced by The White Stripes' Jack White.","Van Lear Rose","8.4",19580,"1TcnfbJfTuPsycLXNbLWlA","Best 70s Rock Tunes","I Love You, I Love You",0,160050,false,0.565,0.234,7,-8.089,1,0.0286,0.723,0.000354,0.0854,0.484,85.274,3,"country"
"ObjectId(""67ffc98dcede12a7f93492cb"")",1538,"Loretta Lynn",97,"April 27, 2004",4,"It's been over 40 years since she released her first album (and four since her last, 2000's 'Still Country'), but the coal miner's daughter returns to the spotlight with this 13-track effort (all Lynn-penned originals), produced by The White Stripes' Jack White.","Van Lear Rose","8.4",19573,"1QgccuE3F6F92kJUTpswy0","Best 70s Rock Tunes","I Love You, I Love You",0,160050,false,0.565,0.234,7,-8.089,1,0.0286,0.723,0.000354,0.0854,0.484,85.274,3,"country"
"ObjectId(""67ffc98dcede12a7f93492cc"")",1538,"Loretta Lynn",97,"April 27, 2004",4,"It's been over 40 years since she released her first album (and four since her last, 2000's 'Still Country'), but the coal miner's daughter returns to the spotlight with this 13-track effort (all Lynn-penned originals), produced by The White Stripes' Jack White.","Van Lear Rose","8.4",19584,"41ufY2GlLLZB5ZrTfsb0u0","Sweet Home Alabama","I Love You, I Love You",0,160050,false,0.565,0.234,7,-8.089,1,0.0286,0.723,0.000354,0.0854,0.484,85.274,3,"country"
"ObjectId(""67ffc98dcede12a7f93492cd"")",22163,"Kendrick Lamar",96,"March 16, 2015",5,"The third full-length studio release from the hip hop artist features guest appearances from Bilal, George Clinton, James Fauntleroy, Ronald Isley, Rapsody, Snoop Dogg, Thundercat, and Anna Wise.","To Pimp A Butterfly","8.9",51500,"7KXjTSCq5nL1LoYtL7XAwS","DAMN.","HUMBLE.",84,177000,true,0.908,0.621,1,-6.638,0,0.102,0.000282,0.0000539,0.0958,0.421,150.011,4,"hip-hop"
"ObjectId(""67ffc98dcede12a7f93492ce"")",36167,"Nick Cave & The Bad Seeds",96,"October 4, 2019",6,"The 17th full-length studio release for Australian rock band is influenced in part by the accidental death of Nick Cave's 15-year old son in 2015 and is considered the third and final part of trilogy of albums that includes 2013's Push the Sky Away and 2016's Skeleton Tree.","Ghosteen","8.6",99524,"0jVo3e34A15l6MNu1O3cfa","Let Love In (2011 - Remaster)","Red Right Hand",36,370573,false,0.735,0.403,4,-11.599,0,0.037,0.139,0.473,0.107,0.453,115.658,4,"singer-songwriter"
"ObjectId(""67ffc98dcede12a7f93492cf"")",36167,"Nick Cave & The Bad Seeds",96,"October 4, 2019",6,"The 17th full-length studio release for Australian rock band is influenced in part by the accidental death of Nick Cave's 15-year old son in 2015 and is considered the third and final part of trilogy of albums that includes 2013's Push the Sky Away and 2016's Skeleton Tree.","Ghosteen","8.6",102529,"0jVo3e34A15l6MNu1O3cfa","Let Love In (2011 - Remaster)","Red Right Hand",36,370573,false,0.735,0.403,4,-11.599,0,0.037,0.139,0.473,0.107,0.453,115.658,4,"songwriter"
"ObjectId(""67ffc98dcede12a7f93492d0"")",36167,"Nick Cave & The Bad Seeds",96,"October 4, 2019",6,"The 17th full-length studio release for Australian rock band is influenced in part by the accidental death of Nick Cave's 15-year old son in 2015 and is considered the third and final part of trilogy of albums that includes 2013's Push the Sky Away and 2016's Skeleton Tree.","Ghosteen","8.6",99707,"73ZlmJxexVebFozgZhEhkd","Abattoir Blues / The Lyre of Orpheus","O Children",33,409546,false,0.498,0.564,4,-7.016,0,0.033,0.507,0.00149,0.058,0.235,121.628,4,"singer-songwriter"
"ObjectId(""67ffc98dcede12a7f93492d1"")",36167,"Nick Cave & The Bad Seeds",96,"October 4, 2019",6,"The 17th full-length studio release for Australian rock band is influenced in part by the accidental death of Nick Cave's 15-year old son in 2015 and is considered the third and final part of trilogy of albums that includes 2013's Push the Sky Away and 2016's Skeleton Tree.","Ghosteen","8.6",102710,"73ZlmJxexVebFozgZhEhkd","Abattoir Blues / The Lyre of Orpheus","O Children",33,409546,false,0.498,0.564,4,-7.016,0,0.033,0.507,0.00149,0.058,0.235,121.628,4,"songwriter"
"ObjectId(""67ffc98dcede12a7f93492d2"")",29181,"Kendrick Lamar",95,"April 14, 2017",8,"The fourth full-length studio release for the Compton rapper features guest appearances from Rihanna, U2, and Zacari.","DAMN.","8.4",51500,"7KXjTSCq5nL1LoYtL7XAwS","DAMN.","HUMBLE.",84,177000,true,0.908,0.621,1,-6.638,0,0.102,0.000282,0.0000539,0.0958,0.421,150.011,4,"hip-hop"
"ObjectId(""67ffc98dcede12a7f93492d3"")",29181,"Kendrick Lamar",95,"April 14, 2017",8,"The fourth full-length studio release for the Compton rapper features guest appearances from Rihanna, U2, and Zacari.","DAMN.","8.4",51650,"0fX4oNGBWO3dSGUZcVdVV2","Mr. Morale & The Big Steppers","N95",83,195950,true,0.79,0.67,1,-5.527,1,0.105,0.377,0.00000232,0.119,0.408,139.956,4,"hip-hop"
"ObjectId(""67ffc98dcede12a7f93492d4"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",19502,"6HSXNV0b4M4cLJ7ljgVVeh","Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture)","Knockin' On Heaven's Door",73,149880,false,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,4,"country"
"ObjectId(""67ffc98dcede12a7f93492d5"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",19552,"18GiV1BaXzPVYpp9rmOg0E","The Freewheelin' Bob Dylan","Blowin' in the Wind",68,165426,false,0.38,0.0993,2,-20.567,1,0.0509,0.914,0.0000232,0.0605,0.44,174.874,4,"country"
"ObjectId(""67ffc98dcede12a7f93492d6"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",19817,"3AhXZa8sUQht0UEdBJgpGc","Highway 61 Revisited","Like a Rolling Stone",70,369600,false,0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,4,"country"
"ObjectId(""67ffc98dcede12a7f93492d7"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",19919,"3RkQ3UwOyPqpIiIvGVewuU","Bringing It All Back Home","Mr. Tambourine Man",64,330533,false,0.39,0.31,5,-14.545,1,0.0676,0.794,0,0.379,0.584,177.515,4,"country"
"ObjectId(""67ffc98dcede12a7f93492d8"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",34210,"6HSXNV0b4M4cLJ7ljgVVeh","Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture)","Knockin' On Heaven's Door",73,149880,false,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,4,"folk"
"ObjectId(""67ffc98dcede12a7f93492d9"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",34635,"3AhXZa8sUQht0UEdBJgpGc","Highway 61 Revisited","Like a Rolling Stone",70,369600,false,0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,4,"folk"
"ObjectId(""67ffc98dcede12a7f93492da"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",34727,"3RkQ3UwOyPqpIiIvGVewuU","Bringing It All Back Home","Mr. Tambourine Man",64,330533,false,0.39,0.31,5,-14.545,1,0.0676,0.794,0,0.379,0.584,177.515,4,"folk"
"ObjectId(""67ffc98dcede12a7f93492db"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",34934,"52vA3CYKZqZVdQnzRrdZt6","The Times They Are A-Changin'","The Times They Are A-Changin'",67,192053,false,0.389,0.396,7,-7.999,1,0.0332,0.887,0,0.0828,0.585,171.86,3,"folk"
"ObjectId(""67ffc98dcede12a7f93492dc"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",99381,"6HSXNV0b4M4cLJ7ljgVVeh","Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture)","Knockin' On Heaven's Door",73,149880,false,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,4,"singer-songwriter"
"ObjectId(""67ffc98dcede12a7f93492dd"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",99429,"18GiV1BaXzPVYpp9rmOg0E","The Freewheelin' Bob Dylan","Blowin' in the Wind",68,165426,false,0.38,0.0993,2,-20.567,1,0.0509,0.914,0.0000232,0.0605,0.44,174.874,4,"singer-songwriter"
"ObjectId(""67ffc98dcede12a7f93492de"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",99789,"3AhXZa8sUQht0UEdBJgpGc","Highway 61 Revisited","Like a Rolling Stone",70,369600,false,0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,4,"singer-songwriter"
"ObjectId(""67ffc98dcede12a7f93492df"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",99879,"3RkQ3UwOyPqpIiIvGVewuU","Bringing It All Back Home","Mr. Tambourine Man",64,330533,false,0.39,0.31,5,-14.545,1,0.0676,0.794,0,0.379,0.584,177.515,4,"singer-songwriter"
"ObjectId(""67ffc98dcede12a7f93492e0"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",102382,"6HSXNV0b4M4cLJ7ljgVVeh","Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture)","Knockin' On Heaven's Door",73,149880,false,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,4,"songwriter"
"ObjectId(""67ffc98dcede12a7f93492e1"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",102431,"18GiV1BaXzPVYpp9rmOg0E","The Freewheelin' Bob Dylan","Blowin' in the Wind",68,165426,false,0.38,0.0993,2,-20.567,1,0.0509,0.914,0.0000232,0.0605,0.44,174.874,4,"songwriter"
"ObjectId(""67ffc98dcede12a7f93492e2"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",102797,"3AhXZa8sUQht0UEdBJgpGc","Highway 61 Revisited","Like a Rolling Stone",70,369600,false,0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,4,"songwriter"
"ObjectId(""67ffc98dcede12a7f93492e3"")",27127,"Nick Cave & The Bad Seeds",95,"September 9, 2016",13,"Nick Cave's 15-year-old son died in an accident while he was working on the alternative rock band's 16th album. The recording sessions were filmed for Andrew Dominik's documentary, One More Time With Feel.","Skeleton Tree","8.3",99524,"0jVo3e34A15l6MNu1O3cfa","Let Love In (2011 - Remaster)","Red Right Hand",36,370573,false,0.735,0.403,4,-11.599,0,0.037,0.139,0.473,0.107,0.453,115.658,4,"singer-songwriter"
"ObjectId(""67ffc98dcede12a7f93492e4"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",102877,"3RkQ3UwOyPqpIiIvGVewuU","Bringing It All Back Home","Mr. Tambourine Man",64,330533,false,0.39,0.31,5,-14.545,1,0.0676,0.794,0,0.379,0.584,177.515,4,"songwriter"
"ObjectId(""67ffc98dcede12a7f93492e5"")",27127,"Nick Cave & The Bad Seeds",95,"September 9, 2016",13,"Nick Cave's 15-year-old son died in an accident while he was working on the alternative rock band's 16th album. The recording sessions were filmed for Andrew Dominik's documentary, One More Time With Feel.","Skeleton Tree","8.3",102529,"0jVo3e34A15l6MNu1O3cfa","Let Love In (2011 - Remaster)","Red Right Hand",36,370573,false,0.735,0.403,4,-11.599,0,0.037,0.139,0.473,0.107,0.453,115.658,4,"songwriter"
"ObjectId(""67ffc98dcede12a7f93492e6"")",27127,"Nick Cave & The Bad Seeds",95,"September 9, 2016",13,"Nick Cave's 15-year-old son died in an accident while he was working on the alternative rock band's 16th album. The recording sessions were filmed for Andrew Dominik's documentary, One More Time With Feel.","Skeleton Tree","8.3",102710,"73ZlmJxexVebFozgZhEhkd","Abattoir Blues / The Lyre of Orpheus","O Children",33,409546,false,0.498,0.564,4,-7.016,0,0.033,0.507,0.00149,0.058,0.235,121.628,4,"songwriter"
"ObjectId(""67ffc98dcede12a7f93492e7"")",27127,"Nick Cave & The Bad Seeds",95,"September 9, 2016",13,"Nick Cave's 15-year-old son died in an accident while he was working on the alternative rock band's 16th album. The recording sessions were filmed for Andrew Dominik's documentary, One More Time With Feel.","Skeleton Tree","8.3",99707,"73ZlmJxexVebFozgZhEhkd","Abattoir Blues / The Lyre of Orpheus","O Children",33,409546,false,0.498,0.564,4,-7.016,0,0.033,0.507,0.00149,0.058,0.235,121.628,4,"singer-songwriter"
"ObjectId(""67ffc98dcede12a7f93492e8"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",2006,"4gHnSNHs8RyVukKoWdS99f","Nevermind (Remastered)","Something In The Way",76,232146,false,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,"alt-rock"
"ObjectId(""67ffc98dcede12a7f93492e9"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",2009,"4CeeEOM32jQcH3eN9Q2dGj","Nevermind (Remastered)","Smells Like Teen Spirit",83,301920,false,0.502,0.912,1,-4.556,1,0.0564,0.0000255,0.000173,0.106,0.72,116.761,4,"alt-rock"
"ObjectId(""67ffc98dcede12a7f93492ea"")",37906,"Bob Dylan",95,"June 19, 2020",10,"The first new studio release of new music for the singer-songwriter in eight years.","Rough and Rowdy Ways","7.6",34277,"18GiV1BaXzPVYpp9rmOg0E","The Freewheelin' Bob Dylan","Blowin' in the Wind",68,165426,false,0.38,0.0993,2,-20.567,1,0.0509,0.914,0.0000232,0.0605,0.44,174.874,4,"folk"
"ObjectId(""67ffc98dcede12a7f93492eb"")",37516,"Fiona Apple",98,"April 17, 2020",2,"The fifth full-length studio release for the alternative singer-songwriter was self-produced and features contributions from Davíd Garza, Sebastian Steinberg, and Amy Aileen Wood.","Fetch the Bolt Cutters","8.1",79833,"0uhYgQQ6WX9rCONnum7Fmw","When The Pawn...","I Know",59,295133,false,0.324,0.211,0,-14.223,1,0.0287,0.944,0.0031,0.118,0.199,146.367,3,"piano"
"ObjectId(""67ffc98dcede12a7f93492ec"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",2108,"2RsAajgo0g7bMCHxwH3Sk0","Nevermind (Remastered)","Come As You Are",79,218920,false,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,"alt-rock"
"ObjectId(""67ffc98dcede12a7f93492ed"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",2256,"15VRO9CQwMpbqUYA7e6Hwg","MTV Unplugged In New York","The Man Who Sold The World",76,261093,false,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4,"alt-rock"
"ObjectId(""67ffc98dcede12a7f93492ee"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",2259,"11LmqTE2naFULdEP94AUBa","In Utero - 20th Anniversary - Deluxe Edition","Heart-Shaped Box",79,281160,false,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4,"alt-rock"
"ObjectId(""67ffc98dcede12a7f93492ef"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",2409,"5vHLwhxxlGzmClMcxRRFPr","Nevermind (Remastered)","Lithium",73,257053,false,0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,4,"alt-rock"
"ObjectId(""67ffc98dcede12a7f93492f0"")",22163,"Kendrick Lamar",96,"March 16, 2015",5,"The third full-length studio release from the hip hop artist features guest appearances from Bilal, George Clinton, James Fauntleroy, Ronald Isley, Rapsody, Snoop Dogg, Thundercat, and Anna Wise.","To Pimp A Butterfly","8.9",51650,"0fX4oNGBWO3dSGUZcVdVV2","Mr. Morale & The Big Steppers","N95",83,195950,true,0.79,0.67,1,-5.527,1,0.105,0.377,0.00000232,0.119,0.408,139.956,4,"hip-hop"
"ObjectId(""67ffc98dcede12a7f93492f1"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",2356,"5gRcv46AMTrosmTOqrOV3Q","In Utero - 20th Anniversary Remaster","Dumb",75,151893,false,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,4,"alt-rock"
"ObjectId(""67ffc98dcede12a7f93492f2"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",2560,"55yvzYuvJYG2RUEnMK78tr","Nirvana","About A Girl",74,166640,false,0.409,0.932,11,-4.538,0,0.0339,0.0000187,0.0000016,0.31,0.591,131.761,4,"alt-rock"
"ObjectId(""67ffc98dcede12a7f93492f3"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",2705,"551qy5vUgrUfEUc4dCNfht","MTV Unplugged In New York","Where Did You Sleep Last Night",69,306066,false,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,3,"alt-rock"
"ObjectId(""67ffc98dcede12a7f93492f4"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",2713,"1Ic9pKxGSJGM0LKeqf6lGe","In Utero - 20th Anniversary Remaster","All Apologies",72,233173,false,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,4,"alt-rock"
"ObjectId(""67ffc98dcede12a7f93492f5"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",2914,"2mvffzYUJ9Ld9xhsF5DUjU","Nevermind (Remastered)","In Bloom",67,255080,false,0.436,0.876,10,-4.902,0,0.0647,0.0000333,0.000104,0.205,0.512,157.044,4,"alt-rock"
"ObjectId(""67ffc98dcede12a7f93492f6"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",2765,"5Rizj5FLb2AyNKu9esjYY6","In Utero - 20th Anniversary - Deluxe Edition","Rape Me",71,170000,false,0.42,0.746,8,-10.628,1,0.0467,0.0141,0,0.0661,0.229,111.886,4,"alt-rock"
"ObjectId(""67ffc98dcede12a7f93492f7"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",3052,"4gHnSNHs8RyVukKoWdS99f","Nevermind (Remastered)","Something In The Way",76,232146,false,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,"alternative"
"ObjectId(""67ffc98dcede12a7f93492f8"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",3059,"4CeeEOM32jQcH3eN9Q2dGj","Nevermind (Remastered)","Smells Like Teen Spirit",83,301920,false,0.502,0.912,1,-4.556,1,0.0564,0.0000255,0.000173,0.106,0.72,116.761,4,"alternative"
"ObjectId(""67ffc98dcede12a7f93492f9"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",3264,"2RsAajgo0g7bMCHxwH3Sk0","Nevermind (Remastered)","Come As You Are",79,218920,false,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,"alternative"
"ObjectId(""67ffc98dcede12a7f93492fa"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",3367,"11LmqTE2naFULdEP94AUBa","In Utero - 20th Anniversary - Deluxe Edition","Heart-Shaped Box",79,281160,false,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4,"alternative"
"ObjectId(""67ffc98dcede12a7f93492fb"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",3723,"5vHLwhxxlGzmClMcxRRFPr","Nevermind (Remastered)","Lithium",73,257053,false,0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,4,"alternative"
"ObjectId(""67ffc98dcede12a7f93492fc"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",3928,"55yvzYuvJYG2RUEnMK78tr","Nirvana","About A Girl",74,166640,false,0.409,0.932,11,-4.538,0,0.0339,0.0000187,0.0000016,0.31,0.591,131.761,4,"alternative"
"ObjectId(""67ffc98dcede12a7f93492fd"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",44000,"4gHnSNHs8RyVukKoWdS99f","Nevermind (Remastered)","Something In The Way",76,232146,false,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,"grunge"
"ObjectId(""67ffc98dcede12a7f93492fe"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",3612,"5gRcv46AMTrosmTOqrOV3Q","In Utero - 20th Anniversary Remaster","Dumb",75,151893,false,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,4,"alternative"
"ObjectId(""67ffc98dcede12a7f93492ff"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",44075,"55yvzYuvJYG2RUEnMK78tr","Nirvana","About A Girl",74,166640,false,0.409,0.932,11,-4.538,0,0.0339,0.0000187,0.0000016,0.31,0.591,131.761,4,"grunge"
"ObjectId(""67ffc98dcede12a7f9349300"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",44021,"15VRO9CQwMpbqUYA7e6Hwg","MTV Unplugged In New York","The Man Who Sold The World",76,261093,false,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4,"grunge"
"ObjectId(""67ffc98dcede12a7f9349301"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",44009,"2RsAajgo0g7bMCHxwH3Sk0","Nevermind (Remastered)","Come As You Are",79,218920,false,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,"grunge"
"ObjectId(""67ffc98dcede12a7f9349302"")",4921,"Nirvana",93,"November 3, 2009",20,"The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.","Live At Reading","8.7",44108,"551qy5vUgrUfEUc4dCNfht","MTV Unplugged In New York","Where Did You Sleep Last Night",69,306066,false,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,3,"grunge"
